Reaction times in ms (visual)
1
0.6
0.4666666666666667
1
0.6
0.19999999999999996
0.4666666666666667
0.33333333333333337
0.4666666666666667
0.7333333333333334
1
0.8666666666666667
0.8666666666666667
0.8666666666666667
0.7333333333333334
0.7333333333333334
0.4666666666666667
0.6
