Reaction times in ms (visual)
0.19999999999999996
0.8666666666666667
0.9333333333333333
0.8666666666666667
0.7333333333333334
0.8
0.4666666666666667
0.4666666666666667
0.4666666666666667
0.8
0.6666666666666667
