Reaction times in ms (visual)
0.06666666666666665
0.7333333333333334
0.19999999999999996
0
0.19999999999999996
0.8666666666666667
0
0.8666666666666667
0.4666666666666667
0.7333333333333334
0.33333333333333337
0.06666666666666665
0.7333333333333334
0.33333333333333337
0.06666666666666665
0.19999999999999996
0
0.06666666666666665
0
0
0.8666666666666667
0.06666666666666665
1
0.8666666666666667
0.4666666666666667
1
0.6
0.7333333333333334
0.8666666666666667
0.8666666666666667
0
1
0.6
0.7333333333333334
1
0.6
0.8666666666666667
0.06666666666666665
