Reaction times in ms (visual)
0
0.06666666666666665
0.6
0.19999999999999996
0.33333333333333337
0.33333333333333337
0.4666666666666667
0.4666666666666667
0.06666666666666665
0.6
0
0
0.4666666666666667
0.06666666666666665
1
0
0.06666666666666665
0
0
0.06666666666666665
0
0
0
0
0
0.6
